"name","Measure","geo_type_name","geo_entity_id","geo_entity_name","data_valuemessage","avg_Rentprice"
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",104,"Pelham - Throgs Neck",162.5,1627.22222222222
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",105,"Crotona -Tremont",192.7,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",105,"Crotona -Tremont",257.1,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",106,"High Bridge - Morrisania",193.7,1961
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",106,"High Bridge - Morrisania",308,1961
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",189.1,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",107,"Hunts Point - Mott Haven",278.6,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",201,"Greenpoint",36.6,3339.96
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",201,"Greenpoint",60.8,3339.96
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",60.9,2903.4
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",202,"Downtown - Heights - Slope",99.3,2903.4
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",114.4,2216.8
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",203,"Bedford Stuyvesant - Crown Heights",195.4,2216.8
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",204,"East New York",100.1,2016
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"East New York",175.6,2016
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",205,"Sunset Park",47.2,2145.12
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",205,"Sunset Park",47,2145.12
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",206,"Borough Park",13,2146.8
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",206,"Borough Park",14.7,2146.8
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",56.7,2114.84
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",207,"East Flatbush - Flatbush",111.9,2114.84
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",208,"Canarsie - Flatlands",41.8,2197.32
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",208,"Canarsie - Flatlands",91.9,2197.32
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",14.8,2194
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",209,"Bensonhurst - Bay Ridge",19.7,2194
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",24.1,2202.5652173913
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",210,"Coney Island - Sheepshead Bay",38.4,2202.5652173913
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",118.4,1976.83333333333
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",211,"Williamsburg - Bushwick",185.7,1976.83333333333
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",301,"Washington Heights",66.4,2325.4
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",301,"Washington Heights",175.9,2325.4
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",209.9,2737.28
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",302,"Central Harlem - Morningside Heights",424.7,2737.28
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",303,"East Harlem",202.7,2567.32
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"East Harlem",354.2,2567.32
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",304,"Upper West Side",32.3,3442.17391304348
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",304,"Upper West Side",113.2,3442.17391304348
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",305,"Upper East Side",11.5,3399.96
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",305,"Upper East Side",39,3399.96
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",306,"Chelsea - Clinton",39.1,3680.68
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",306,"Chelsea - Clinton",139.1,3680.68
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",27.4,3778.28
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",61.7,3778.28
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",11.6,4011.41666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",308,"Greenwich Village - SoHo",25.6,4011.41666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",309,"Union Square - Lower East Side",46.3,3967.64
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",309,"Union Square - Lower East Side",124.9,3967.64
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",310,"Lower Manhattan",35,3503.16666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",310,"Lower Manhattan",71.6,3503.16666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",401,"Long Island City - Astoria",18.2,2668.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",401,"Long Island City - Astoria",71.2,2668.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",402,"West Queens",22,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",402,"West Queens",89.3,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",403,"Flushing - Clearview",13.3,2199.61538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"Flushing - Clearview",48.7,2199.61538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",404,"Bayside - Little Neck",8.5,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",404,"Bayside - Little Neck",26.7,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",19.1,2051.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",406,"Fresh Meadows",17.2,2032.29166666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",406,"Fresh Meadows",22.2,2032.29166666667
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",406,"Fresh Meadows",54.8,2032.29166666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",407,"Southwest Queens",30.6,2130.45454545455
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",407,"Southwest Queens",81.4,2130.45454545455
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",408,"Jamaica",47.5,1801.04
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",408,"Jamaica",113.6,1801.04
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",409,"Southeast Queens",28.4,2535.11538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",409,"Southeast Queens",73.8,2535.11538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",410,"Rockaways",60,1971.04347826087
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",410,"Rockaways",152.7,1971.04347826087
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",501,"Port Richmond",62.6,1800
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",501,"Port Richmond",106.9,1800
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",502,"Stapleton - St. George",41.6,2245
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",502,"Stapleton - St. George",82.4,2245
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",503,"Willowbrook",16.2,1593
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",503,"Willowbrook",30.2,1593
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",504,"South Beach - Tottenville",16.5,2390
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",504,"South Beach - Tottenville",24,2390
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",25.4,2225.6
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",101,"Kingsbridge - Riverdale",60.7,2225.6
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",102,"Northeast Bronx",37.6,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",102,"Northeast Bronx",73.4,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",68.7,1659.28571428571
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",103,"Fordham - Bronx Pk",122.8,1659.28571428571
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",57.5,1627.22222222222
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",104,"Pelham - Throgs Neck",121.9,1627.22222222222
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",105,"Crotona -Tremont",131.3,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",105,"Crotona -Tremont",200.2,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",106,"High Bridge - Morrisania",130.1,1961
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",106,"High Bridge - Morrisania",249.3,1961
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",138.1,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",107,"Hunts Point - Mott Haven",251.3,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",201,"Greenpoint",28.2,3339.96
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",201,"Greenpoint",59.6,3339.96
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",40.7,2903.4
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",202,"Downtown - Heights - Slope",89.1,2903.4
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",95.4,2216.8
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",203,"Bedford Stuyvesant - Crown Heights",178.4,2216.8
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",204,"East New York",85,2016
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"East New York",153.2,2016
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",205,"Sunset Park",35,2145.12
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",205,"Sunset Park",51.3,2145.12
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",206,"Borough Park",13.2,2146.8
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",206,"Borough Park",19.5,2146.8
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",57.9,2114.84
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",207,"East Flatbush - Flatbush",115.8,2114.84
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",208,"Canarsie - Flatlands",40.9,2197.32
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",208,"Canarsie - Flatlands",81.7,2197.32
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",11.3,2194
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",209,"Bensonhurst - Bay Ridge",20.7,2194
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",19.8,2202.5652173913
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",210,"Coney Island - Sheepshead Bay",35.1,2202.5652173913
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",106.8,1976.83333333333
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",211,"Williamsburg - Bushwick",184.6,1976.83333333333
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",301,"Washington Heights",44.5,2325.4
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",301,"Washington Heights",138.5,2325.4
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",137,2737.28
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",302,"Central Harlem - Morningside Heights",291.1,2737.28
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",303,"East Harlem",147.1,2567.32
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"East Harlem",299.4,2567.32
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",304,"Upper West Side",25.5,3442.17391304348
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",304,"Upper West Side",74.2,3442.17391304348
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",305,"Upper East Side",9.4,3399.96
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",305,"Upper East Side",35.5,3399.96
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",306,"Chelsea - Clinton",25.3,3680.68
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",306,"Chelsea - Clinton",88.6,3680.68
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",20.7,3778.28
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",69.7,3778.28
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",69.7,3778.28
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",9.2,4011.41666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",308,"Greenwich Village - SoHo",24.5,4011.41666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",309,"Union Square - Lower East Side",45.5,3967.64
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",309,"Union Square - Lower East Side",151.9,3967.64
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",310,"Lower Manhattan",25.7,3503.16666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",310,"Lower Manhattan",57.2,3503.16666666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",401,"Long Island City - Astoria",28.1,2668.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",401,"Long Island City - Astoria",79.4,2668.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",402,"West Queens",15.6,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",402,"West Queens",75.2,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",403,"Flushing - Clearview",9.3,2199.61538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"Flushing - Clearview",38,2199.61538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",404,"Bayside - Little Neck",6.7,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",404,"Bayside - Little Neck",22.1,2005.36
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",14.9,2051.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",405,"Ridgewood - Forest Hills",51.1,2051.53846153846
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",406,"Fresh Meadows",47.7,2032.29166666667
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",407,"Southwest Queens",29.8,2130.45454545455
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",407,"Southwest Queens",80,2130.45454545455
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",408,"Jamaica",41.6,1801.04
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",408,"Jamaica",115.8,1801.04
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",409,"Southeast Queens",27.4,2535.11538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",409,"Southeast Queens",70.5,2535.11538461538
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",410,"Rockaways",47.8,1971.04347826087
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",410,"Rockaways",111.8,1971.04347826087
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",501,"Port Richmond",64.5,1800
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",501,"Port Richmond",92,1800
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",502,"Stapleton - St. George",42.9,2245
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",502,"Stapleton - St. George",76.1,2245
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",503,"Willowbrook",16,1593
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",503,"Willowbrook",32.8,1593
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",504,"South Beach - Tottenville",11.8,2390
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",504,"South Beach - Tottenville",21,2390
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",101,"Kingsbridge - Riverdale",28.2,2225.6
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",102,"Northeast Bronx",25.9,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",103,"Fordham - Bronx Pk",30.6,1659.28571428571
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",104,"Pelham - Throgs Neck",28.4,1627.22222222222
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",105,"Crotona -Tremont",35.3,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",106,"High Bridge - Morrisania",39,1961
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",107,"Hunts Point - Mott Haven",36.8,1688.42857142857
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",105,"Crotona -Tremont",65.8,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",201,"Greenpoint",28.9,3339.96
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",202,"Downtown - Heights - Slope",28.6,2903.4
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",34.3,2216.8
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",204,"East New York",32.8,2016
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",205,"Sunset Park",24.3,2145.12
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",206,"Borough Park",26.8,2146.8
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",207,"East Flatbush - Flatbush",24,2114.84
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",208,"Canarsie - Flatlands",25.1,2197.32
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",209,"Bensonhurst - Bay Ridge",25.8,2194
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",210,"Coney Island - Sheepshead Bay",33.8,2202.5652173913
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",211,"Williamsburg - Bushwick",37.8,1976.83333333333
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",301,"Washington Heights",27.6,2325.4
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",302,"Central Harlem - Morningside Heights",35.1,2737.28
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",303,"East Harlem",39,2567.32
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",304,"Upper West Side",18.4,3442.17391304348
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",305,"Upper East Side",14.2,3399.96
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",306,"Chelsea - Clinton",20.6,3680.68
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",105,"Crotona -Tremont",65.8,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",308,"Greenwich Village - SoHo",13.4,4011.41666666667
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",309,"Union Square - Lower East Side",25.1,3967.64
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",310,"Lower Manhattan",18.6,3503.16666666667
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",401,"Long Island City - Astoria",22.6,2668.53846153846
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",402,"West Queens",18.4,2005.36
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",403,"Flushing - Clearview",19.2,2199.61538461538
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",404,"Bayside - Little Neck",18.3,2005.36
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",405,"Ridgewood - Forest Hills",25.2,2051.53846153846
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",406,"Fresh Meadows",19.9,2032.29166666667
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",407,"Southwest Queens",25.6,2130.45454545455
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",408,"Jamaica",24.4,1801.04
